id,category,feature,decision,portability,maturity,source_repositories,source_commits,target_overlap,rationale,risks,evidence,evidence_urls
F-096,Strix Halo optimizations,Large-context in-memory Halo profile,REDESIGN,Medium,M2,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,ROCmFPX targets the same APU and often runs large MoE models.,"Convert to a declarative memory estimator based on model/KV/context/parallelism, retaining SSD as an explicit resilience option.",Static profiles can exceed memory or disable useful restart persistence.,E-007 | E-118,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-097,Strix Halo optimizations,RDNA3.5 MMVQ launch tuning,REDESIGN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX has newer custom ROCmFPX kernel formats and target-specific tuning.,Benchmark-port individual launch heuristics per ROCmFPX type; do not wholesale replace target kernels.,Tuning for Q/K/IQ types may not transfer to ROCmFPX formats.,E-110 | E-112,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/mmvq.cu
F-098,Strix Halo optimizations,RDNA3.5 gated-delta-net tuning,REDESIGN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX includes MTP and may host recurrent/hybrid models.,Cherry-pick concept only after target-side correctness and end-to-end model benchmarks.,Shape-specific tuning can regress other models.,E-110 | E-113,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/gated_delta_net.cu
F-099,Strix Halo optimizations,Vulkan AMD architecture routing,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX recommends Vulkan for several tested Strix decode workloads and has newer Vulkan kernels.,Keep target-native implementation; reconcile any missing capability logic narrowly.,Capability inference can conflate RDNA generations.,E-114,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp
F-100,Strix Halo optimizations,Integrated Vulkan memory accounting,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Directly relevant to Strix Halo UMA and likely present in the newer target.,Retain target implementation and add pressure-aware reservations rather than treating all UMA as available.,Reported budget is not equivalent to safe allocatable memory.,E-115,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp
F-101,Strix Halo optimizations,Vulkan graph reordering and fusion preservation,REDESIGN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX has a newer Vulkan backend with ROCmFPX-specific shaders.,Diff at symbol level and port only missing optimizer cases with backend-op correctness tests.,Large backend files have high merge-conflict and regression risk.,E-114 | E-116,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp
F-102,Strix Halo optimizations,Experiment ledger with accepted/rejected variants,RETAIN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX already publishes Strix/MTP benchmarks and experimental status.,"Retain the engineering practice: every kernel change needs correctness gates, matched baselines, and a rejection record.",Notes mix clean commits and dirty local builds; provenance must be normalized.,E-110,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md
F-103,Strix Halo optimizations,Vulkan-first decode recommendation,RETAIN,High,M2,charlie12345/ROCmFPX | fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940 | a5605a72768c6562241b248e268e33dc92787394,ROCmFPX independently reports Vulkan as the tested decode starting point on Strix Halo.,Keep backend choice workload-driven and benchmark both for each format/model.,"Results are hardware, driver, model, context, and quant dependent.",E-110 | E-202 | E-212,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md
F-104,Strix Halo optimizations,MoE-focused tuning priority,REDESIGN,Medium,M2,fewtarius/CachyLLama | fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722 | 6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX has strong MoE and agent-format focus.,Separate kernel/profile presets by workload rather than one global Strix default.,A MoE-biased default can regress dense models.,E-110 | E-118,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-105,ROCmFPX target baseline,Run-scoped disk prompt cache,RETAIN,High,M3,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,This is the target implementation.,Keep as the default non-persistent mode and extend rather than replace it.,Not reusable after clean restart by design.,E-203 | E-204 | E-205,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/common/common.h | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/README.md | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
F-106,ROCmFPX target baseline,Atomic target/draft disk commit,RETAIN,High,M3,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,This is the strongest persistence primitive in the target.,Use it as the foundation for persistent CachyLlama-style checkpoints.,Manifest publication must be made equally atomic.,E-206,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
F-107,ROCmFPX target baseline,Disk-cache failure circuit breaker,RETAIN,High,M3,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,This is the target implementation.,Preserve for persistent mode and expose breaker state in metrics/health.,A permanent breaker may require an administrative reset or retry policy.,E-208 | E-210 | E-211,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/unit/test_prompt_cache_disk.py | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/utils.py
F-108,ROCmFPX target baseline,Focused disk-cache test suite,RETAIN,High,M3,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,This is target validation infrastructure.,"Extend it with restart persistence, manifest corruption, tenant isolation, concurrent instances, and upgrade tests.",Hardware-independent tests do not replace live ROCm/Vulkan validation.,E-210 | E-211,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/unit/test_prompt_cache_disk.py | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/utils.py
F-109,ROCmFPX target baseline,Stateful MTP exact-boundary cache semantics,RETAIN,High,M3,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,This is target behavior.,Preserve when adding persistence and system-prefix caching.,Relaxing exact-boundary rules can restore invalid speculative state.,E-207,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
F-110,ROCmFPX target baseline,Strix Halo ROCmFPX and MTP baseline,RETAIN,High,M3,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,This is the target baseline.,Port server/cache capabilities without overwriting newer quant/backend/MTP work.,The target is explicitly experimental and performance is workload-specific.,E-202 | E-212,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md
F-111,Server APIs,Experimental built-in agent tools,REJECT,High,M1,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX is an inference/quant target and should not couple privileged host tools to its public model server.,"Keep disabled; place tools in a separately sandboxed, authenticated agent runtime if needed.",Remote code execution and filesystem disclosure.,E-120 | E-121,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-112,Server APIs,Experimental MCP CORS proxy,REJECT,High,M1,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,No cache-port dependency and high exposure risk.,"Do not enable in ROCmFPX's inference server; use a dedicated, allowlisted reverse proxy.","SSRF, credential forwarding, and trust-boundary collapse.",E-122 | E-123,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-113,Server APIs,Google Cloud / Vertex AI compatibility,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,May already exist in the target's newer llama.cpp server.,Retain target-native implementation if required by deployments.,Compatibility surface requires upstream conformance tests.,E-124,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-114,Server APIs,Idle sleep mode,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Useful for large UMA models sharing a workstation.,Keep target-native behavior; define how persistent caches and router children behave across sleep/wake.,Wake latency and stale device state.,E-104 | E-125,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-115,Server APIs,"Reasoning parsing, budget, and history controls",REDESIGN,Medium,M2,fewtarius/CachyLLama | fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722 | 6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX serves agent/reasoning models but target templates may be newer.,Use target-native reasoning controls and keep cache keys sensitive to template kwargs.,Changing preservation or template behavior changes tokens and invalidates cached state.,E-126 | E-006,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-116,Server APIs,Grammar and JSON-Schema constrained generation,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Useful for structured agent outputs independent of cache port.,Keep target-native implementation.,Schema feature coverage and grammar conversion limits.,E-127,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-117,Server APIs,Embedded Web UI,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX can use the inherited UI for local evaluation.,Keep target-native UI; do not expose administrative/cache controls without authorization.,"UI, API, proxy, and tool features share one trust boundary.",E-128 | E-090,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-118,Model lifecycle,Automatic device-memory fit,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Highly relevant to Strix Halo UMA and multiple ROCmFPX quant formats.,Retain target-native estimator and teach it persistent cache/RAM reservation costs.,Estimator errors can overcommit unified memory.,E-129,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-119,Server APIs,Multimodal capability gating,RETAIN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX may quantize multimodal-capable models.,Keep target-native capability detection; exclude multimodal state from persistence until identity/serialization is proven.,Media content and projector versions affect cache compatibility.,E-102 | E-130,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-120,Server APIs,Speculative decoding configuration,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX has stateful MTP and speculative execution.,Retain target-native MTP/speculation and preserve exact-boundary cache rules.,Draft/MTP state ABI changes must invalidate persistent checkpoints.,E-131 | E-063 | E-093,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
