feature_id,feature,decision,evidence_id,repository,commit,path,locator,kind,url
F-084,Cache-stat aggregation,REJECT,E-064,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context-page-manager.cpp,get_stats() and on_turn_complete() map iteration,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp
F-085,Multi-backend build helper,REDESIGN,E-010,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,scripts/rebuild.sh,backend selection and CMake command construction,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/rebuild.sh
F-086,systemd service unit,REDESIGN,E-013,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,systemd/llama-server.service,"unit paths, restart policy, hardening directives, ExecStart",source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/systemd/llama-server.service
F-087,Aggressive stale-process cleanup,REJECT,E-009,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,cleanup_existing_servers / process termination branches,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-088,API key and TLS configuration,RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-088,API key and TLS configuration,RETAIN,E-103,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,"API key, TLS, metrics, slots, model-router arguments",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-089,Model download orchestration,REDESIGN,E-008,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,Hugging Face repository discovery and split download branches,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-090,GPU/APU hardware detection,REDESIGN,E-011,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,scripts/detect-gpu.sh,"PCI mapping, gfx target, hardware tier, and memory guidance",source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh
F-091,APU GTT/TTM configuration helper,REJECT,E-012,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,scripts/apply-ttm-kernel-params.sh,"amd-smi, systemd-boot, and GRUB mutation paths",source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/apply-ttm-kernel-params.sh
F-092,Layered component/runner configuration,REDESIGN,E-006,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,SSD cache defaults and --cache-ssd* arguments,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-092,Layered component/runner configuration,REDESIGN,E-022,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/common.h,common_params server/cache fields,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/common.h
F-092,Layered component/runner configuration,REDESIGN,E-024,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/README.md,server-specific parameters and user-isolation section,documentation,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/README.md
F-093,License-separated orchestration layer,REDESIGN,E-003,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,LICENSE,full license text,license,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/LICENSE
F-093,License-separated orchestration layer,REDESIGN,E-004,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,README.md,license/documentation section,documentation,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/README.md
F-093,License-separated orchestration layer,REDESIGN,E-021,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,LICENSE,full license text,license,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/LICENSE
F-094,gfx1151/RDNA3.5 detection,RETAIN,E-011,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,scripts/detect-gpu.sh,"PCI mapping, gfx target, hardware tier, and memory guidance",source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh
F-094,gfx1151/RDNA3.5 detection,RETAIN,E-111,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-cuda/vendors/hip.h,RDNA3.5 architecture classification and AMD intrinsics,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/vendors/hip.h
F-095,HSA and unified-memory launch environment,RETAIN,E-117,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,scripts/detect-gpu.sh,HSA_OVERRIDE_GFX_VERSION and Strix Halo profile variables,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh
F-095,HSA and unified-memory launch environment,RETAIN,E-119,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,scripts/rebuild.sh,AMDGPU_TARGETS/gfx target and unified-memory options,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/rebuild.sh
F-096,Large-context in-memory Halo profile,REDESIGN,E-007,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,GGUF metadata inspection and model profile selection,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-096,Large-context in-memory Halo profile,REDESIGN,E-118,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,Strix Halo profile branch,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-097,RDNA3.5 MMVQ launch tuning,REDESIGN,E-110,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,STRIX_HALO_NOTES.md,"goal, environment, accepted/rejected experiments, validation, benchmark tables",engineering-notes,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md
F-097,RDNA3.5 MMVQ launch tuning,REDESIGN,E-112,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-cuda/mmvq.cu,RDNA3.5 MMVQ launch tuning,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/mmvq.cu
F-098,RDNA3.5 gated-delta-net tuning,REDESIGN,E-110,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,STRIX_HALO_NOTES.md,"goal, environment, accepted/rejected experiments, validation, benchmark tables",engineering-notes,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md
F-098,RDNA3.5 gated-delta-net tuning,REDESIGN,E-113,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-cuda/gated_delta_net.cu,RDNA3.5 gated-delta-net launch tuning,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/gated_delta_net.cu
F-099,Vulkan AMD architecture routing,RETAIN,E-114,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-vulkan/ggml-vulkan.cpp,"AMD architecture detection, graph optimization, command submission, memory accounting",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp
F-100,Integrated Vulkan memory accounting,RETAIN,E-115,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-vulkan/ggml-vulkan.cpp,get_device_memory() integrated-GPU branch,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp
F-101,Vulkan graph reordering and fusion preservation,REDESIGN,E-114,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-vulkan/ggml-vulkan.cpp,"AMD architecture detection, graph optimization, command submission, memory accounting",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp
F-101,Vulkan graph reordering and fusion preservation,REDESIGN,E-116,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-vulkan/ggml-vulkan.cpp,graph optimize pattern matching and fused-op ordering,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp
F-102,Experiment ledger with accepted/rejected variants,RETAIN,E-110,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,STRIX_HALO_NOTES.md,"goal, environment, accepted/rejected experiments, validation, benchmark tables",engineering-notes,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md
F-103,Vulkan-first decode recommendation,RETAIN,E-110,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,STRIX_HALO_NOTES.md,"goal, environment, accepted/rejected experiments, validation, benchmark tables",engineering-notes,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md
F-103,Vulkan-first decode recommendation,RETAIN,E-202,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,README.md,"project status, Strix Halo quick start, tested support, MTP and ROCmFPX scope",documentation,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md
F-103,Vulkan-first decode recommendation,RETAIN,E-212,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,README.md,verified Strix Halo MTP results and backend recommendations,documentation,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md
F-104,MoE-focused tuning priority,REDESIGN,E-110,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,STRIX_HALO_NOTES.md,"goal, environment, accepted/rejected experiments, validation, benchmark tables",engineering-notes,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md
F-104,MoE-focused tuning priority,REDESIGN,E-118,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,Strix Halo profile branch,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-105,Run-scoped disk prompt cache,RETAIN,E-203,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,common/common.h,"cache_ram_mib, cache_disk_path, cache_disk_limit_mib",source,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/common/common.h
F-105,Run-scoped disk prompt cache,RETAIN,E-204,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/README.md,--cache-disk and --cache-disk-limit options,source,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/README.md
F-105,Run-scoped disk prompt cache,RETAIN,E-205,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/server-task.cpp,"server_prompt_cache constructor, namespace ownership marker, lock, stale cleanup",source,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
F-106,Atomic target/draft disk commit,RETAIN,E-206,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/server-task.cpp,"save_disk() temporary pair, flush, atomic rename, directory sync",source,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
F-107,Disk-cache failure circuit breaker,RETAIN,E-208,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/server-task.cpp,disable_disk_saves() circuit breaker and corruption paths,source,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
F-107,Disk-cache failure circuit breaker,RETAIN,E-210,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/tests/unit/test_prompt_cache_disk.py,"disk cache hit, LRU, target/draft pair, corruption, failure and cleanup tests",test,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/unit/test_prompt_cache_disk.py
F-107,Disk-cache failure circuit breaker,RETAIN,E-211,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/tests/utils.py,server test configuration for cache_disk and failure injection,test,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/utils.py
F-108,Focused disk-cache test suite,RETAIN,E-210,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/tests/unit/test_prompt_cache_disk.py,"disk cache hit, LRU, target/draft pair, corruption, failure and cleanup tests",test,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/unit/test_prompt_cache_disk.py
F-108,Focused disk-cache test suite,RETAIN,E-211,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/tests/utils.py,server test configuration for cache_disk and failure injection,test,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/utils.py
F-109,Stateful MTP exact-boundary cache semantics,RETAIN,E-207,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/server-task.cpp,"disk-state LCP matching, state_spec exact-boundary behavior, LRU",source,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
F-110,Strix Halo ROCmFPX and MTP baseline,RETAIN,E-202,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,README.md,"project status, Strix Halo quick start, tested support, MTP and ROCmFPX scope",documentation,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md
F-110,Strix Halo ROCmFPX and MTP baseline,RETAIN,E-212,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,README.md,verified Strix Halo MTP results and backend recommendations,documentation,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md
F-111,Experimental built-in agent tools,REJECT,E-120,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--tools and --agent option registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-111,Experimental built-in agent tools,REJECT,E-121,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,/tools route registration and experimental security warning,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-112,Experimental MCP CORS proxy,REJECT,E-122,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--ui-mcp-proxy option,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-112,Experimental MCP CORS proxy,REJECT,E-123,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,/cors-proxy route registration and warning,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-113,Google Cloud / Vertex AI compatibility,RETAIN,E-124,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,register_gcp_compat(),source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-114,Idle sleep mode,RETAIN,E-104,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,get_health and get_props handlers,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-114,Idle sleep mode,RETAIN,E-125,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--sleep-idle-seconds option,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-115,"Reasoning parsing, budget, and history controls",REDESIGN,E-126,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,"--reasoning, --reasoning-budget, and --reasoning-preserve controls",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-115,"Reasoning parsing, budget, and history controls",REDESIGN,E-006,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,SSD cache defaults and --cache-ssd* arguments,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-116,Grammar and JSON-Schema constrained generation,RETAIN,E-127,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--grammar and --json-schema options,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-117,Embedded Web UI,RETAIN,E-128,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--ui and UI configuration options,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-117,Embedded Web UI,RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-118,Automatic device-memory fit,RETAIN,E-129,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--fit and fit-target options,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-119,Multimodal capability gating,RETAIN,E-102,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,"OpenAI, Responses, Anthropic, embeddings, rerank, and transcription routes",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-119,Multimodal capability gating,RETAIN,E-130,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,multimodal and audio route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-120,Speculative decoding configuration,RETAIN,E-131,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,speculative decoding argument group,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-120,Speculative decoding configuration,RETAIN,E-063,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context-page-manager.cpp,"store_checkpoint/load_checkpoint target, draft, and spec state",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp
F-120,Speculative decoding configuration,RETAIN,E-093,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-task.cpp,task timing and cache-token result serialization,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
