id,category,feature,behavior,implementation_files,source_repositories,source_commits,dependencies,license,maturity,evidence,evidence_urls,decision,portability,target_overlap,rationale,risks,confidence
F-073,Server APIs,Resumable stream sessions,"Associates SSE output with a conversation ID and exposes lookup, retrieval, and deletion for reconnecting clients.",tools/server/server.cpp | tools/server/server-stream.h | tools/server/server-stream.cpp | tools/server/server-models.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,bounded ring buffer | conversation ID | router mapping,MIT,M2,E-097 | E-098 | E-099,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-stream.h | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-stream.cpp,RETAIN,Medium,ROCmFPX can benefit for long agent outputs independently of KV persistence.,Port only if absent from the target base; bind stream lookup/deletion to authenticated ownership.,Conversation IDs can become bearer secrets.,High
F-074,Server APIs,Model router lifecycle API,"Lists configured models, reports status/presets, loads/unloads models, and streams lifecycle events.",tools/server/server-models.cpp | tools/server/server.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,router mode | SSE | child process manager,MIT,M2,E-095 | E-106,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp,RETAIN,Medium,Useful for ROCmFPX quant variants.,Use target-native router API with authorization and resource controls.,Experimental surface and sensitive preset exposure.,High
F-075,Server APIs,LoRA hot-swap API,Lists and changes active LoRA adapters without a process restart.,tools/server/server.cpp | tools/server/server-context.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,LoRA loader | context adapter API,MIT,M3,E-100 | E-101,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp,RETAIN,High,Useful to ROCmFPX models and independent of cache implementation.,Keep target-native implementation; include adapter set in cache compatibility fingerprint.,Restoring state produced under a different adapter set is invalid.,High
F-076,Server APIs,MoE expert observation/control API,Registers expert tracking/statistics and control routes for MoE diagnostics and tuning.,tools/server/server.cpp | tools/server/server-context.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,MoE model instrumentation | JSON/HTTP,MIT,M1,E-100,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp,REDESIGN,Medium,ROCmFPX has strong MoE/Strix interest but target instrumentation may differ.,Treat as an optional diagnostic extension; reconcile against target graph/kernel architecture and protect control endpoints.,Limited test evidence and potential performance overhead.,Medium
F-077,Server APIs,"Tokenize, detokenize, and apply-template APIs",Exposes tokenizer conversion and chat-template rendering without running inference.,tools/server/server.cpp | tools/server/server-context.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,model vocabulary | chat template engine,MIT,M3,E-090 | E-104,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp,RETAIN,High,Useful for exact persistent-cache key construction and clients.,Keep target-native endpoints and include template identity in persistent cache keys.,Template changes alter token sequences and invalidate state.,High
F-078,Server APIs,Health and properties APIs,Reports health during load/sleep and exposes model/server capability metadata.,tools/server/server.cpp | tools/server/server-context.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,HTTP server | model metadata,MIT,M3,E-090 | E-104,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp,RETAIN,High,ROCmFPX services need health and capability probes.,Keep target-native behavior and add a cache readiness/degraded status field.,Health should distinguish serving readiness from process liveness.,High
F-079,Observability,Prometheus metrics endpoint,"Emits prompt/generation counters, throughput, request queue depth, slot utilization, and process start time.",tools/server/server-context.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,--metrics | Prometheus text format,MIT,M3,E-092,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp,RETAIN,High,ROCmFPX already supports metrics.,Extend target metrics with persistent cache hits/misses/bytes/restore latency/circuit-breaker state.,Do not label by raw user or conversation.,High
F-080,Observability,Per-response cache and timing data,Returns cached prompt-token counts and prompt/generation timing in completion results.,tools/server/server-task.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,task result serializer,MIT,M3,E-093,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp,RETAIN,High,ROCmFPX tests use cache_n and prompt_n reductions as hit evidence.,"Keep target response timings and add an optional cache source field such as ram, run-disk, persistent-disk, or system-prefix.",Response schema compatibility and information disclosure.,High
F-081,Observability,SSD cache event logging,"Logs checkpoint saves, restores, evictions, cold starts, and failures.",common/kv-ssd-cache.cpp | tools/server/server-context-page-manager.cpp | tools/server/server-context-ssd-cache.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,server logger,MIT,M2,E-031 | E-037 | E-067,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-ssd-cache.cpp,REDESIGN,High,ROCmFPX already has structured-looking disk cache logs and failure counters.,"Normalize target logs with stable event names, byte/token counts, duration, scope pseudonym, and reason codes.",Raw paths/identifiers can leak sensitive metadata.,High
F-082,Observability,Model lifecycle SSE,"Broadcasts model load, unload, and reload events to connected clients.",tools/server/server-models.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,SSE client registry,MIT,M2,E-095 | E-106,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp,RETAIN,Medium,Useful for orchestration around large ROCmFPX models.,Keep target-native stream with authorization and reconnect semantics.,Status data can reveal model inventory.,High
F-083,Observability,Expert/MoE statistics,Exposes expert-selection information for MoE analysis.,tools/server/server.cpp | tools/server/server-context.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,expert instrumentation,MIT,M1,E-100,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp,REDESIGN,Medium,Potentially valuable for Strix Halo MoE kernel tuning.,Validate overhead and output semantics on target models before enabling.,Sparse evidence and endpoint stability.,Medium
F-084,Observability,Cache-stat aggregation,"Internal cache statistics exist, but pinned server aggregation omits user cache maps.",common/kv-ssd-cache.h | tools/server/server-context-page-manager.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,statistics counters | cache registry,MIT,M1,E-030 | E-064,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.h | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp,REJECT,High,ROCmFPX should expose one authoritative cache engine's counters.,Do not copy the split-map aggregation; centralize metrics in the target cache object.,Undercounting makes capacity and hit-rate decisions unreliable.,High
F-085,Deployment,Multi-backend build helper,"Builds CachyLlama for Vulkan, ROCm/HIP, or Metal with backend-specific CMake settings.",scripts/rebuild.sh,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,CMake | compiler toolchain | Vulkan SDK or ROCm or Metal,GPL-3.0,M2,E-010,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/rebuild.sh,REDESIGN,High,ROCmFPX already ships dedicated AMD/backend build scripts.,Keep ROCmFPX build scripts; transplant only configuration knowledge through clean-room MIT-compatible changes.,Direct script copying would impose GPL obligations.,High
F-086,Deployment,systemd service unit,Runs llama-server as a managed service with restart policy and hardening directives.,systemd/llama-server.service,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,systemd | installed binary/model paths,GPL-3.0 parent repository,M1,E-013,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/systemd/llama-server.service,REDESIGN,High,ROCmFPX deployments may use systemd but paths/options differ.,Generate a parameterized unit or packaging template from target-supported flags; validate with systemd-analyze.,Pinned unit has host-specific paths and option drift.,High
F-087,Deployment,Aggressive stale-process cleanup,Force-kills existing llama-server processes and port holders before starting a new server.,llama-run.sh,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,pkill | fuser/lsof or process inspection | shell privileges,GPL-3.0,M1,E-009,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh,REJECT,High,A shared ROCmFPX host may run multiple independent model services.,"Use PID files, systemd/container ownership, graceful shutdown, and a bounded escalation policy.",Can kill unrelated tenants or services.,High
F-088,Deployment,API key and TLS configuration,Supports API-key authentication and server TLS certificate/key options.,common/arg.cpp | tools/server/server.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,TLS library/backend | HTTP middleware | secret storage,MIT,M3,E-090 | E-103,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp,RETAIN,High,ROCmFPX inherits server authentication/TLS features.,Keep target-native implementation and use authenticated principal context for cache tenant binding.,Static API keys need rotation and must not appear in presets/status output.,High
F-089,Deployment,Model download orchestration,Selects local models or downloads Hugging Face GGUF files before launch.,llama-run.sh,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,Hugging Face tooling | network | filesystem,GPL-3.0,M2,E-008,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh,REDESIGN,High,ROCmFPX models are distributed as GGUF variants and may be split.,"Provide a separate, checksummed provisioning command or documented workflow under compatible licensing.",Supply-chain integrity and partial downloads.,High
F-090,Deployment,GPU/APU hardware detection,"Maps AMD PCI/device information to gfx targets, HSA overrides, memory tiers, and recommended profiles.",scripts/detect-gpu.sh,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,lspci/sysfs | AMD device map | shell,GPL-3.0,M2,E-011,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh,REDESIGN,High,ROCmFPX already has device-specific build scripts but benefits from runtime guidance.,Move stable detection into an MIT-compatible capability probe with explicit overrides and tests.,Device IDs and driver behavior evolve.,High
F-091,Deployment,APU GTT/TTM configuration helper,Can use amd-smi or mutate systemd-boot/GRUB kernel parameters to expand GPU-accessible memory.,scripts/apply-ttm-kernel-params.sh,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,root privileges | amd-smi | bootloader tools,GPL-3.0,M1,E-012,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/apply-ttm-kernel-params.sh,REJECT,High,ROCmFPX documents UMA settings but should not own host boot configuration.,"Document validated host settings and provide a separate opt-in administrator tool, not part of the inference package.","Boot failure, over-allocation, portability, and privilege escalation.",High
F-092,Deployment,Layered component/runner configuration,"Component source defaults, server documentation, and parent profile overrides form three configuration layers.",common/common.h | tools/server/README.md | llama-run.sh,fewtarius/CachyLLama | fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722 | 6be745998f568e379ea197fcf827baec73ff9940,CLI precedence | shell environment,"Mixed: MIT component, GPL-3.0 parent",M1,E-006 | E-022 | E-024,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/common.h | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/README.md,REDESIGN,High,ROCmFPX already has its own CLI defaults.,Publish one generated schema and precedence table; make profile overrides explicit and machine-readable.,"Current values conflict, including hot window, cold count, and checkpoint-step documentation.",High
F-093,Deployment,License-separated orchestration layer,"The inference component is MIT, while the parent launch/build/deployment layer is GPL-3.0 and its documentation has a separate content license.",fewtarius/llama-ai:LICENSE | fewtarius/llama-ai:README.md | fewtarius/CachyLlama:LICENSE,fewtarius/CachyLLama | fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722 | 6be745998f568e379ea197fcf827baec73ff9940,license compliance | distribution packaging,Mixed,M3,E-003 | E-004 | E-021,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/LICENSE | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/README.md | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/LICENSE,REDESIGN,High,ROCmFPX is MIT.,Port MIT component code with notices; clean-room reimplement parent behavior or keep it as a separate GPL work.,Combining GPL parent code into the MIT target changes distribution obligations.,High
F-094,Strix Halo optimizations,gfx1151/RDNA3.5 detection,Recognizes Strix Halo gfx1151 in deployment and HIP architecture classification.,scripts/detect-gpu.sh | ggml/src/ggml-cuda/vendors/hip.h,fewtarius/CachyLLama | fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722 | 6be745998f568e379ea197fcf827baec73ff9940,AMD PCI/HSA identification | HIP compiler,"Mixed: GPL parent detection, MIT backend",M3,E-011 | E-111,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/vendors/hip.h,RETAIN,High,ROCmFPX explicitly targets Strix Halo and already carries RDNA3.5 support.,Use target-native detection; reconcile only missing device IDs or capability probes.,Hard-coded HSA overrides can hide real compiler/runtime incompatibility.,High
F-095,Strix Halo optimizations,HSA and unified-memory launch environment,Exports an HSA gfx override and unified-memory settings for Strix Halo ROCm execution.,scripts/detect-gpu.sh | llama-run.sh | scripts/rebuild.sh,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,ROCm/HIP runtime | UMA APU,GPL-3.0 parent,M2,E-117 | E-119,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/rebuild.sh,RETAIN,High,ROCmFPX quick start already documents HSA_OVERRIDE_GFX_VERSION and unified memory.,Keep target-documented environment and add version-gated validation rather than copying shell code.,Overrides vary by ROCm release.,High
F-096,Strix Halo optimizations,Large-context in-memory Halo profile,Chooses large contexts and may disable SSD checkpointing for selected dense/MoE Halo profiles because UMA can hold state in memory.,llama-run.sh,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,hardware tier | model class | large UMA,GPL-3.0,M2,E-007 | E-118,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh,REDESIGN,Medium,ROCmFPX targets the same APU and often runs large MoE models.,"Convert to a declarative memory estimator based on model/KV/context/parallelism, retaining SSD as an explicit resilience option.",Static profiles can exceed memory or disable useful restart persistence.,High
F-097,Strix Halo optimizations,RDNA3.5 MMVQ launch tuning,Uses RDNA3.5-specific warp choices for quantized matrix-vector generation paths.,ggml/src/ggml-cuda/mmvq.cu | STRIX_HALO_NOTES.md,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,HIP/ROCm | quantized kernels | gfx1151,MIT,M2,E-110 | E-112,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/mmvq.cu,REDESIGN,Medium,ROCmFPX has newer custom ROCmFPX kernel formats and target-specific tuning.,Benchmark-port individual launch heuristics per ROCmFPX type; do not wholesale replace target kernels.,Tuning for Q/K/IQ types may not transfer to ROCmFPX formats.,High
F-098,Strix Halo optimizations,RDNA3.5 gated-delta-net tuning,Selects a larger warp count for a narrow recurrent gated-delta-net shape on RDNA3.5.,ggml/src/ggml-cuda/gated_delta_net.cu | STRIX_HALO_NOTES.md,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,HIP recurrent kernel | specific tensor shape,MIT,M2,E-110 | E-113,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/gated_delta_net.cu,REDESIGN,Medium,ROCmFPX includes MTP and may host recurrent/hybrid models.,Cherry-pick concept only after target-side correctness and end-to-end model benchmarks.,Shape-specific tuning can regress other models.,High
F-099,Strix Halo optimizations,Vulkan AMD architecture routing,Classifies AMD Vulkan devices using subgroup and integer-dot capabilities to select architecture-specific paths.,ggml/src/ggml-vulkan/ggml-vulkan.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Vulkan feature/property queries,MIT,M3,E-114,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp,RETAIN,High,ROCmFPX recommends Vulkan for several tested Strix decode workloads and has newer Vulkan kernels.,Keep target-native implementation; reconcile any missing capability logic narrowly.,Capability inference can conflate RDNA generations.,High
F-100,Strix Halo optimizations,Integrated Vulkan memory accounting,Counts all memory heaps for integrated GPUs rather than only device-local heaps when reporting capacity.,ggml/src/ggml-vulkan/ggml-vulkan.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,VK_EXT_memory_budget when available | integrated GPU detection,MIT,M3,E-115,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp,RETAIN,High,Directly relevant to Strix Halo UMA and likely present in the newer target.,Retain target implementation and add pressure-aware reservations rather than treating all UMA as available.,Reported budget is not equivalent to safe allocatable memory.,High
F-101,Strix Halo optimizations,Vulkan graph reordering and fusion preservation,"Reorders graph nodes around MoE, normalization, recurrent, and view patterns to improve execution while preserving dependencies.",ggml/src/ggml-vulkan/ggml-vulkan.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml graph optimizer | Vulkan pipelines,MIT,M2,E-114 | E-116,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp,REDESIGN,Medium,ROCmFPX has a newer Vulkan backend with ROCmFPX-specific shaders.,Diff at symbol level and port only missing optimizer cases with backend-op correctness tests.,Large backend files have high merge-conflict and regression risk.,High
F-102,Strix Halo optimizations,Experiment ledger with accepted/rejected variants,"Records exact environment, canary models, correctness totals, benchmark commands, and rejected kernel experiments.",STRIX_HALO_NOTES.md,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,local benchmark harness | test-backend-ops | llama-bench,MIT documentation in component repo,M2,E-110,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md,RETAIN,High,ROCmFPX already publishes Strix/MTP benchmarks and experimental status.,"Retain the engineering practice: every kernel change needs correctness gates, matched baselines, and a rejection record.",Notes mix clean commits and dirty local builds; provenance must be normalized.,High
F-103,Strix Halo optimizations,Vulkan-first decode recommendation,"Local evidence favors Vulkan over HIP for selected Strix Halo decode workloads, while both backends are supported.",STRIX_HALO_NOTES.md | README.md,charlie12345/ROCmFPX | fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940 | a5605a72768c6562241b248e268e33dc92787394,Vulkan | HIP/ROCm | model-specific benchmark,Mixed MIT repositories,M2,E-110 | E-202 | E-212,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md,RETAIN,High,ROCmFPX independently reports Vulkan as the tested decode starting point on Strix Halo.,Keep backend choice workload-driven and benchmark both for each format/model.,"Results are hardware, driver, model, context, and quant dependent.",High
F-104,Strix Halo optimizations,MoE-focused tuning priority,Prioritizes MoE throughput and uses Qwen/GPT-OSS canaries while accepting some dense-model tradeoffs when correctness is intact.,STRIX_HALO_NOTES.md | llama-run.sh,fewtarius/CachyLLama | fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722 | 6be745998f568e379ea197fcf827baec73ff9940,MoE models | benchmark matrix | profile resolver,Mixed MIT/GPL,M2,E-110 | E-118,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/STRIX_HALO_NOTES.md | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh,REDESIGN,Medium,ROCmFPX has strong MoE and agent-format focus.,Separate kernel/profile presets by workload rather than one global Strix default.,A MoE-biased default can regress dense models.,High
F-105,ROCmFPX target baseline,Run-scoped disk prompt cache,"ROCmFPX already spills prompt state to a private, byte-bounded disk namespace for the current server run.",tools/server/server-task.cpp | common/common.h | tools/server/README.md,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,llama state file API | filesystem | prompt cache,MIT,M3,E-203 | E-204 | E-205,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/common/common.h | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/README.md | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp,RETAIN,High,This is the target implementation.,Keep as the default non-persistent mode and extend rather than replace it.,Not reusable after clean restart by design.,High
F-106,ROCmFPX target baseline,Atomic target/draft disk commit,"Writes target and optional draft state through temporary files, validates size, flushes, renames atomically, and syncs the directory.",tools/server/server-task.cpp,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,filesystem durability | llama state files,MIT,M3,E-206,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp,RETAIN,High,This is the strongest persistence primitive in the target.,Use it as the foundation for persistent CachyLlama-style checkpoints.,Manifest publication must be made equally atomic.,High
F-107,ROCmFPX target baseline,Disk-cache failure circuit breaker,Disables further disk saves after an I/O failure while preserving safe fallback behavior and accounting.,tools/server/server-task.cpp,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,error injection | cache fallback,MIT,M3,E-208 | E-210 | E-211,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/unit/test_prompt_cache_disk.py | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/utils.py,RETAIN,High,This is the target implementation.,Preserve for persistent mode and expose breaker state in metrics/health.,A permanent breaker may require an administrative reset or retry policy.,High
F-108,ROCmFPX target baseline,Focused disk-cache test suite,"Tests hits, LRU, target/draft pairs, corruption, failure handling, cleanup, and accounting.",tools/server/tests/unit/test_prompt_cache_disk.py | tools/server/tests/utils.py,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,pytest | server test harness,MIT,M3,E-210 | E-211,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/unit/test_prompt_cache_disk.py | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/utils.py,RETAIN,High,This is target validation infrastructure.,"Extend it with restart persistence, manifest corruption, tenant isolation, concurrent instances, and upgrade tests.",Hardware-independent tests do not replace live ROCm/Vulkan validation.,High
F-109,ROCmFPX target baseline,Stateful MTP exact-boundary cache semantics,Treats stateful MTP cache records as exact-token-boundary entries while allowing ordinary stateless prefixes to subsume shorter entries.,tools/server/server-task.cpp,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,state_spec | MTP context | LCP matcher,MIT,M3,E-207,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp,RETAIN,High,This is target behavior.,Preserve when adding persistence and system-prefix caching.,Relaxing exact-boundary rules can restore invalid speculative state.,High
F-110,ROCmFPX target baseline,Strix Halo ROCmFPX and MTP baseline,"Already supplies Strix Halo build scripts, HIP/Vulkan paths, ROCmFPX quants, MTP execution, and published local validation.",README.md | scripts/build-strix-rocmfp4-mtp.sh,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,ROCm/HIP | Vulkan | gfx1151 | ROCmFPX kernels,MIT,M3,E-202 | E-212,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md | https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md,RETAIN,High,This is the target baseline.,Port server/cache capabilities without overwriting newer quant/backend/MTP work.,The target is explicitly experimental and performance is workload-specific.,High
F-111,Server APIs,Experimental built-in agent tools,"Can expose read, search, write, edit, diff, time, and shell-execution tools through /tools.",common/arg.cpp | tools/server/server.cpp,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,server tool dispatcher | filesystem/shell access | HTTP,MIT,M1,E-120 | E-121,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp,REJECT,High,ROCmFPX is an inference/quant target and should not couple privileged host tools to its public model server.,"Keep disabled; place tools in a separately sandboxed, authenticated agent runtime if needed.",Remote code execution and filesystem disclosure.,High
